Season,Set,CardNumber,PlayerName,Team,Position,Rookie,CardName,FairValue,NumSales,Min,Max,Trend,Top3Prices,LastScraped
2020-21,2020-21 Upper Deck Young Guns,224,Liam Foudy,Columbus Blue Jackets,,Y,2020-21 Upper Deck - Young Guns #224 - Liam Foudy,2.04,15.0,2.04,10.32,down,$3.67 | $2.04 | $3.3,2026-02-15 02:01
2020-21,2020-21 Upper Deck Young Guns,225,Alexander True,San Jose Sharks,,Y,2020-21 Upper Deck - Young Guns #225 - Alexander True,2.04,7.0,2.04,10.12,down,$3.67 | $2.04 | $3.3,2026-02-15 02:01
2020-21,2020-21 Upper Deck Young Guns,226,Nicolas Beaudin,Chicago Blackhawks,,Y,2020-21 Upper Deck - Young Guns #226 - Nicolas Beaudin,3.3,12.0,1.45,9.25,down,$3.3 | $3.38 | $4.37,2026-02-15 02:01
2020-21,2020-21 Upper Deck Young Guns,227,Thomas Harley,Dallas Stars,,Y,2020-21 Upper Deck - Young Guns #227 - Thomas Harley,2.04,43.0,2.04,16.0,down,$7.49 | $3.67 | $2.04,2026-02-15 02:01
2020-21,2020-21 Upper Deck Young Guns,228,Jonas Johansson,Buffalo Sabres,,Y,2020-21 Upper Deck - Young Guns #228 - Jonas Johansson,2.04,22.0,1.98,11.6,down,$3.67 | $2.04 | $3.3,2026-02-15 02:01
2020-21,2020-21 Upper Deck Young Guns,229,Jansen Harkins,Winnipeg Jets,,Y,2020-21 Upper Deck - Young Guns #229 - Jansen Harkins,3.3,20.0,1.87,10.13,stable,$3.67 | $2.04 | $3.3,2026-02-15 02:01
2020-21,2020-21 Upper Deck Young Guns,230,Alex Belzile,Montreal Canadiens,,Y,2020-21 Upper Deck - Young Guns #230 - Alex Belzile,2.04,16.0,1.99,9.25,down,$3.67 | $2.04 | $3.3,2026-02-15 02:01
2020-21,2020-21 Upper Deck Young Guns,231,Ryan McLeod,Edmonton Oilers,,Y,2020-21 Upper Deck - Young Guns #231 - Ryan McLeod,3.3,25.0,1.29,8.08,stable,$2.82 | $3.67 | $3.3,2026-02-15 02:01
2020-21,2020-21 Upper Deck Young Guns,232,Egor Zamula,Philadelphia Flyers,,Y,2020-21 Upper Deck - Young Guns #232 - Egor Zamula,3.3,22.0,1.25,10.13,stable,$2.04 | $3.3 | $3.38,2026-02-15 02:01
2020-21,2020-21 Upper Deck Young Guns,233,Mikey Anderson,Los Angeles Kings,,Y,2020-21 Upper Deck - Young Guns #233 - Mikey Anderson,3.3,13.0,1.98,10.12,down,$3.67 | $3.3 | $3.38,2026-02-15 02:01
2020-21,2020-21 Upper Deck Young Guns,234,Connor McMichael,Washington Capitals,,Y,2020-21 Upper Deck - Young Guns #234 - Connor McMichael,3.3,30.0,1.99,13.25,stable,$2.99 | $3.67 | $3.3,2026-02-15 02:01
2020-21,2020-21 Upper Deck Young Guns,235,Jason Robertson,Dallas Stars,,Y,2020-21 Upper Deck - Young Guns #235 - Jason Robertson,22.03,46.0,8.5,39.27,stable,$22.03 | $28.0 | $13.96,2026-02-15 02:01
2020-21,2020-21 Upper Deck Young Guns,236,Emil Larmi,Pittsburgh Penguins,,Y,2020-21 Upper Deck - Young Guns #236 - Emil Larmi,3.67,14.0,1.69,11.1,up,$3.67 | $3.3 | $3.38,2026-02-15 02:01
2020-21,2020-21 Upper Deck Young Guns,237,Nick Robertson,Toronto Maple Leafs,,Y,2020-21 Upper Deck - Young Guns #237 - Nick Robertson,3.3,30.0,1.99,16.0,down,$3.67 | $3.3 | $16.0,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,238,Philipp Kurashev,Chicago Blackhawks,,Y,2020-21 Upper Deck - Young Guns #238 - Philipp Kurashev,3.38,18.0,1.88,12.61,stable,$3.67 | $3.3 | $3.38,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,239,Peyton Krebs,Vegas Golden Knights,,Y,2020-21 Upper Deck - Young Guns #239 - Peyton Krebs,2.04,23.0,1.98,12.6,down,$3.67 | $2.04 | $3.3,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,240,Shane Bowers,Colorado Avalanche,,Y,2020-21 Upper Deck - Young Guns #240 - Shane Bowers,2.04,9.0,2.04,10.12,down,$3.67 | $2.04 | $3.3,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,241,Kieffer Bellows,New York Islanders,,Y,2020-21 Upper Deck - Young Guns #241 - Kieffer Bellows,2.04,12.0,1.99,10.12,down,$3.67 | $2.04 | $3.3,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,242,Mikhail Berdin,Winnipeg Jets,,Y,2020-21 Upper Deck - Young Guns #242 - Mikhail Berdin,2.04,14.0,1.61,10.11,down,$2.04 | $3.3 | $3.38,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,243,Vitali Kravtsov,New York Rangers,,Y,2020-21 Upper Deck - Young Guns #243 - Vitali Kravtsov,2.04,15.0,1.99,10.9,down,$3.67 | $2.04 | $3.3,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,244,Artem Zagidulin,Calgary Flames,,Y,2020-21 Upper Deck - Young Guns #244 - Artem Zagidulin,3.3,13.0,1.92,10.12,stable,$3.67 | $2.04 | $3.3,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,245,Kirill Ustimenko,Philadelphia Flyers,,Y,2020-21 Upper Deck - Young Guns #245 - Kirill Ustimenko,2.04,9.0,2.04,11.0,down,$2.04 | $3.3 | $3.38,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,246,Jake Oettinger,Dallas Stars,,Y,2020-21 Upper Deck - Young Guns #246 - Jake Oettinger,12.43,43.0,7.06,35.48,stable,$12.43 | $20.19 | $10.5,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,247,Jake Evans,Montreal Canadiens,,Y,2020-21 Upper Deck - Young Guns #247 - Jake Evans,3.67,45.0,2.49,18.07,stable,$3.67 | $3.3 | $16.0,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,248,Timothy Liljegren,Toronto Maple Leafs,,Y,2020-21 Upper Deck - Young Guns #248 - Timothy Liljegren,3.67,19.0,0.92,4.5,up,$3.67 | $3.3 | $1.0,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,249,Pavel Francouz,Colorado Avalanche,,Y,2020-21 Upper Deck - Young Guns #249 - Pavel Francouz,3.3,16.0,1.49,10.14,down,$3.67 | $3.3 | $4.37,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,250,Alexis Lafreniere/Vitali Kravtsov CL,New York Rangers,,Y,2020-21 Upper Deck - Young Guns #250 - Alexis Lafreniere/Vitali Kravtsov CL,4.74,3.0,4.37,10.14,stable,$4.37 | $10.14 | $4.74,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,451,Kirill Kaprizov,Minnesota Wild,,Y,2020-21 Upper Deck - Young Guns #451 - Kirill Kaprizov,195.0,45.0,23.79,195.0,up,$76.59 | $73.44 | $195.0,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,452,Jalen Chatfield,Vancouver Canucks,,Y,2020-21 Upper Deck - Young Guns #452 - Jalen Chatfield,10.13,18.0,1.49,10.13,up,$3.3 | $3.38 | $10.13,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,453,Gilles Senn,New Jersey Devils,,Y,2020-21 Upper Deck - Young Guns #453 - Gilles Senn,2.04,14.0,1.29,10.65,down,$3.67 | $2.04 | $3.3,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,454,Gage Quinney,Vegas Golden Knights,,Y,2020-21 Upper Deck - Young Guns #454 - Gage Quinney,2.04,9.0,2.04,10.23,down,$2.04 | $3.3 | $3.38,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,455,Alexander Romanov,Montreal Canadiens,,Y,2020-21 Upper Deck - Young Guns #455 - Alexander Romanov,3.67,26.0,2.02,10.65,up,$3.67 | $2.04 | $2.56,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,456,Ty Smith,New Jersey Devils,,Y,2020-21 Upper Deck - Young Guns #456 - Ty Smith,3.3,17.0,1.25,10.65,down,$3.67 | $3.3 | $3.38,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,457,Mason Marchment,Florida Panthers,,Y,2020-21 Upper Deck - Young Guns #457 - Mason Marchment,2.04,36.0,1.25,10.65,down,$3.67 | $2.04 | $3.3,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,458,Ian Mitchell,Chicago Blackhawks,,Y,2020-21 Upper Deck - Young Guns #458 - Ian Mitchell,2.04,15.0,1.25,10.65,down,$2.04 | $3.3 | $3.38,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,459,Jani Hakanpaa,Anaheim Ducks,,Y,2020-21 Upper Deck - Young Guns #459 - Jani Hakanpaa,2.04,13.0,1.69,9.25,down,$3.67 | $2.04 | $3.3,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,460,Austin Poganski,St. Louis Blues,,Y,2020-21 Upper Deck - Young Guns #460 - Austin Poganski,4.37,12.0,1.99,10.65,up,$3.3 | $3.38 | $4.37,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,461,Ilya Sorokin,New York Islanders,,Y,2020-21 Upper Deck - Young Guns #461 - Ilya Sorokin,3.67,45.0,3.3,23.86,stable,$3.67 | $3.3 | $15.05,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,462,Nils Hoglander,Vancouver Canucks,,Y,2020-21 Upper Deck - Young Guns #462 - Nils Hoglander,3.3,24.0,2.9,11.24,down,$3.67 | $3.3 | $5.15,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,463,Nicolas Meloche,San Jose Sharks,,Y,2020-21 Upper Deck - Young Guns #463 - Nicolas Meloche,3.3,14.0,1.99,11.41,down,$3.3 | $3.38 | $10.29,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,464,Brandon Crawley,New York Rangers,,Y,2020-21 Upper Deck - Young Guns #464 - Brandon Crawley,2.04,13.0,2.04,11.11,down,$2.04 | $3.3 | $3.38,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,465,Philippe Desrosiers,Florida Panthers,,Y,2020-21 Upper Deck - Young Guns #465 - Philippe Desrosiers,2.28,19.0,1.67,9.25,down,$2.28 | $3.3 | $3.38,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,466,Jordan Gross,Arizona Coyotes,,Y,2020-21 Upper Deck - Young Guns #466 - Jordan Gross,10.29,11.0,1.59,10.29,up,$3.3 | $3.38 | $10.29,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,467,Calvin Thurkauf,Columbus Blue Jackets,,Y,2020-21 Upper Deck - Young Guns #467 - Calvin Thurkauf,3.3,14.0,1.99,10.65,down,$3.3 | $3.38 | $4.37,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,468,Mathias Brome,Detroit Red Wings,,Y,2020-21 Upper Deck - Young Guns #468 - Mathias Brome,3.38,14.0,1.25,10.65,stable,$3.67 | $3.3 | $3.38,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,469,K'Andre Miller,New York Rangers,,Y,2020-21 Upper Deck - Young Guns #469 - K'Andre Miller,2.85,31.0,1.11,5.5,down,$2.85 | $3.67 | $3.3,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,470,Niko Mikkola,St. Louis Blues,,Y,2020-21 Upper Deck - Young Guns #470 - Niko Mikkola,3.3,14.0,1.25,4.37,stable,$2.04 | $3.3 | $3.38,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,471,MacKenzie Entwistle,Chicago Blackhawks,,Y,2020-21 Upper Deck - Young Guns #471 - MacKenzie Entwistle,3.3,19.0,1.99,10.65,down,$3.67 | $3.3 | $3.38,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,472,Anthony Angello,Pittsburgh Penguins,,Y,2020-21 Upper Deck - Young Guns #472 - Anthony Angello,4.78,9.0,2.87,4.78,up,$3.3 | $4.78 | $4.37,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,473,Chase Priskie,Florida Panthers,,Y,2020-21 Upper Deck - Young Guns #473 - Chase Priskie,3.38,14.0,1.89,10.12,stable,$3.3 | $3.38 | $4.37,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,474,John Leonard,San Jose Sharks,,Y,2020-21 Upper Deck - Young Guns #474 - John Leonard,3.67,33.0,1.25,10.65,up,$3.67 | $2.04 | $3.3,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,475,Brian Pinho,Washington Capitals,,Y,2020-21 Upper Deck - Young Guns #475 - Brian Pinho,3.3,10.0,1.95,4.74,stable,$3.3 | $3.38 | $1.99,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,476,Cal Foote,Tampa Bay Lightning,,Y,2020-21 Upper Deck - Young Guns #476 - Cal Foote,3.38,24.0,1.4,10.65,stable,$3.3 | $3.38 | $4.37,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,477,Keegan Kolesar,Vegas Golden Knights,,Y,2020-21 Upper Deck - Young Guns #477 - Keegan Kolesar,4.78,16.0,1.25,4.78,up,$3.3 | $3.38 | $4.78,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,478,Alec Regula,Chicago Blackhawks,,Y,2020-21 Upper Deck - Young Guns #478 - Alec Regula,3.38,20.0,1.59,10.12,up,$3.3 | $3.38 | $1.99,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,479,William Lagesson,Edmonton Oilers,,Y,2020-21 Upper Deck - Young Guns #479 - William Lagesson,2.04,11.0,1.29,9.25,down,$2.04 | $3.3 | $3.38,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,480,Matiss Kivlenieks,Columbus Blue Jackets,,Y,2020-21 Upper Deck - Young Guns #480 - Matiss Kivlenieks,3.3,18.0,2.58,10.65,down,$3.67 | $3.3 | $3.99,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,481,Cole Smith,Nashville Predators,,Y,2020-21 Upper Deck - Young Guns #481 - Cole Smith,2.04,13.0,1.99,10.65,down,$3.67 | $2.04 | $3.3,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,482,Tim Stutzle,Ottawa Senators,,Y,2020-21 Upper Deck - Young Guns #482 - Tim Stutzle,56.04,44.0,10.0,56.04,up,$44.68 | $37.85 | $56.04,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,483,Darren Raddysh,New York Rangers,,Y,2020-21 Upper Deck - Young Guns #483 - Darren Raddysh,3.57,36.0,1.94,7.71,stable,$3.57 | $2.57 | $3.67,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,484,Pius Suter,Chicago Blackhawks,,Y,2020-21 Upper Deck - Young Guns #484 - Pius Suter,2.93,20.0,2.93,10.65,down,$3.67 | $2.93 | $3.3,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,485,Alexander Barabanov,Toronto Maple Leafs,,Y,2020-21 Upper Deck - Young Guns #485 - Alexander Barabanov,3.3,11.0,3.3,10.65,down,$3.67 | $3.3 | $3.38,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,486,Philippe Maillet,Washington Capitals,,Y,2020-21 Upper Deck - Young Guns #486 - Philippe Maillet,4.78,13.0,1.25,10.65,up,$3.3 | $4.37 | $4.78,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,487,Maxim Letunov,San Jose Sharks,,Y,2020-21 Upper Deck - Young Guns #487 - Maxim Letunov,3.3,12.0,1.69,9.25,down,$3.3 | $3.38 | $4.78,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,488,Alexander Yelesin,Calgary Flames,,Y,2020-21 Upper Deck - Young Guns #488 - Alexander Yelesin,2.58,10.0,1.49,10.11,down,$3.3 | $3.38 | $2.58,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,489,Yegor Sharangovich,New Jersey Devils,,Y,2020-21 Upper Deck - Young Guns #489 - Yegor Sharangovich,3.3,31.0,1.99,10.65,stable,$3.12 | $3.3 | $4.78,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,490,Lukas Vejdemo,Montreal Canadiens,,Y,2020-21 Upper Deck - Young Guns #490 - Lukas Vejdemo,10.29,18.0,1.25,10.65,up,$2.04 | $3.3 | $10.29,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,491,Brandon Hagel,Chicago Blackhawks,,Y,2020-21 Upper Deck - Young Guns #491 - Brandon Hagel,2.04,44.0,2.04,16.53,down,$15.24 | $3.67 | $2.04,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,492,Nikolai Knyzhov,San Jose Sharks,,Y,2020-21 Upper Deck - Young Guns #492 - Nikolai Knyzhov,3.38,13.0,1.25,4.5,up,$3.3 | $3.38 | $1.62,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,493,David Kase,Philadelphia Flyers,,Y,2020-21 Upper Deck - Young Guns #493 - David Kase,3.3,15.0,1.49,4.37,stable,$2.04 | $3.3 | $3.38,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,494,Steven Lorentz,Carolina Hurricanes,,Y,2020-21 Upper Deck - Young Guns #494 - Steven Lorentz,3.67,27.0,1.3,10.65,up,$3.67 | $2.04 | $3.3,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,495,Dylan Cozens,Buffalo Sabres,,Y,2020-21 Upper Deck - Young Guns #495 - Dylan Cozens,3.67,44.0,1.99,14.99,stable,$3.67 | $3.3 | $11.86,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,496,Stuart Skinner,Edmonton Oilers,,Y,2020-21 Upper Deck - Young Guns #496 - Stuart Skinner,3.67,44.0,2.25,17.61,stable,$3.67 | $3.3 | $5.25,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,497,Kevin Lankinen,Chicago Blackhawks,,Y,2020-21 Upper Deck - Young Guns #497 - Kevin Lankinen,3.67,28.0,1.8,11.75,stable,$3.67 | $3.3 | $11.75,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,498,Joel Kellman,San Jose Sharks,,Y,2020-21 Upper Deck - Young Guns #498 - Joel Kellman,3.3,11.0,2.58,10.65,down,$3.3 | $3.38 | $10.29,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,499,Brayden Burke,Arizona Coyotes,,Y,2020-21 Upper Deck - Young Guns #499 - Brayden Burke,3.3,11.0,2.58,10.12,down,$3.3 | $3.38 | $4.78,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,500,Tim Stutzle/Dylan Cozens CL,Ottawa Senators/Buffalo Sabres,,Y,2020-21 Upper Deck - Young Guns #500 - Tim Stutzle/Dylan Cozens CL,3.69,3.0,3.69,10.11,down,$4.37 | $3.69 | $10.11,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,701,Arthur Kaliyev,Los Angeles Kings,,Y,2020-21 Upper Deck - Young Guns #701 - Arthur Kaliyev,3.3,22.0,0.99,6.97,stable,$3.67 | $2.04 | $3.3,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,702,Joel Hofer,St. Louis Blues,,Y,2020-21 Upper Deck - Young Guns #702 - Joel Hofer,2.93,43.0,0.99,5.32,down,$3.67 | $3.3 | $2.93,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,703,Logan Stanley,Winnipeg Jets,,Y,2020-21 Upper Deck - Young Guns #703 - Logan Stanley,3.3,38.0,1.17,9.91,stable,$3.3 | $3.38 | $2.94,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,704,Callum Booth,Boston Bruins,,Y,2020-21 Upper Deck - Young Guns #704 - Callum Booth,2.04,15.0,1.29,10.64,down,$2.04 | $3.3 | $3.38,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,705,Cameron Hillis,Montreal Canadiens,,Y,2020-21 Upper Deck - Young Guns #705 - Cameron Hillis,4.37,14.0,1.1,4.74,up,$3.3 | $2.58 | $4.37,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,706,Jacob Ingham,Los Angeles Kings,,Y,2020-21 Upper Deck - Young Guns #706 - Jacob Ingham,3.38,16.0,2.97,20.88,down,$3.67 | $3.38 | $10.19,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,707,Connor Mackey,Calgary Flames,,Y,2020-21 Upper Deck - Young Guns #707 - Connor Mackey,3.67,16.0,1.79,10.19,up,$3.67 | $2.04 | $3.38,2026-02-15 02:02
2020-21,2020-21 Upper Deck Young Guns,708,Kodie Curran,Anaheim Ducks,,Y,2020-21 Upper Deck - Young Guns #708 - Kodie Curran,3.67,8.0,2.66,10.19,stable,$3.67 | $3.3 | $10.19,2026-02-15 02:03
2020-21,2020-21 Upper Deck Young Guns,709,Patrick Khodorenko,New York Rangers,,Y,2020-21 Upper Deck - Young Guns #709 - Patrick Khodorenko,10.19,10.0,1.49,10.19,up,$3.67 | $10.19 | $4.37,2026-02-15 02:03
2020-21,2020-21 Upper Deck Young Guns,710,Artem Zub,Ottawa Senators,,Y,2020-21 Upper Deck - Young Guns #710 - Artem Zub,3.3,22.0,1.14,9.91,stable,$3.67 | $2.04 | $3.3,2026-02-15 02:03
2020-21,2020-21 Upper Deck Young Guns,711,Fredrik Handemark,San Jose Sharks,,Y,2020-21 Upper Deck - Young Guns #711 - Fredrik Handemark,3.3,10.0,2.72,11.01,down,$3.67 | $3.3 | $11.01,2026-02-15 02:03
2020-21,2020-21 Upper Deck Young Guns,712,Cam Johnson,Columbus Blue Jackets,,Y,2020-21 Upper Deck - Young Guns #712 - Cam Johnson,3.38,20.0,1.67,11.11,stable,$3.67 | $2.04 | $3.38,2026-02-15 02:03
2020-21,2020-21 Upper Deck Young Guns,713,Jake Bischoff,Vegas Golden Knights,,Y,2020-21 Upper Deck - Young Guns #713 - Jake Bischoff,3.38,13.0,2.0,10.19,stable,$3.67 | $3.3 | $3.38,2026-02-15 02:03
2020-21,2020-21 Upper Deck Young Guns,714,Hayden Verbeek,Montreal Canadiens,,Y,2020-21 Upper Deck - Young Guns #714 - Hayden Verbeek,10.19,12.0,2.72,10.19,up,$10.19 | $10.11 | $2.97,2026-02-15 02:03
2020-21,2020-21 Upper Deck Young Guns,715,Josef Korenar,San Jose Sharks,,Y,2020-21 Upper Deck - Young Guns #715 - Josef Korenar,10.19,12.0,2.2,10.19,up,$3.67 | $3.3 | $10.19,2026-02-15 02:03
2020-21,2020-21 Upper Deck Young Guns,716,Aleksi Heponiemi,Florida Panthers,,Y,2020-21 Upper Deck - Young Guns #716 - Aleksi Heponiemi,3.3,8.0,3.3,10.64,down,$3.3 | $10.19 | $4.37,2026-02-15 02:03
2020-21,2020-21 Upper Deck Young Guns,717,Jack Rathbone,Vancouver Canucks,,Y,2020-21 Upper Deck - Young Guns #717 - Jack Rathbone,3.38,13.0,2.0,10.19,stable,$3.67 | $3.3 | $3.38,2026-02-15 02:03
2020-21,2020-21 Upper Deck Young Guns,718,Sasha Chmelevski,San Jose Sharks,,Y,2020-21 Upper Deck - Young Guns #718 - Sasha Chmelevski,10.19,13.0,2.61,10.19,up,$3.3 | $10.19 | $4.37,2026-02-15 02:03
2020-21,2020-21 Upper Deck Young Guns,719,Alex D'Orio,Pittsburgh Penguins,,Y,2020-21 Upper Deck - Young Guns #719 - Alex D'Orio,3.67,9.0,2.97,9.92,stable,$3.67 | $2.97 | $4.37,2026-02-15 02:03
2020-21,2020-21 Upper Deck Young Guns,720,Kevin Bahl,New Jersey Devils,,Y,2020-21 Upper Deck - Young Guns #720 - Kevin Bahl,3.3,17.0,2.94,11.11,down,$3.67 | $3.3 | $3.38,2026-02-15 02:03
2020-21,2020-21 Upper Deck Young Guns,721,Mikko Lehtonen,Toronto Maple Leafs,,Y,2020-21 Upper Deck - Young Guns #721 - Mikko Lehtonen,3.67,16.0,1.87,10.24,up,$3.67 | $2.04 | $2.19,2026-02-15 02:03
2020-21,2020-21 Upper Deck Young Guns,722,Austin Strand,Los Angeles Kings,,Y,2020-21 Upper Deck - Young Guns #722 - Austin Strand,3.3,11.0,1.99,4.5,stable,$3.67 | $2.04 | $3.3,2026-02-15 02:03
2020-21,2020-21 Upper Deck Young Guns,723,Mikhail Maltsev,New Jersey Devils,,Y,2020-21 Upper Deck - Young Guns #723 - Mikhail Maltsev,10.19,13.0,2.28,10.19,up,$3.3 | $3.38 | $10.19,2026-02-15 02:03
2020-21,2020-21 Upper Deck Young Guns,724,Cole Hults,Los Angeles Kings,,Y,2020-21 Upper Deck - Young Guns #724 - Cole Hults,3.3,11.0,2.04,10.19,stable,$3.67 | $2.04 | $3.3,2026-02-15 02:03
2020-21,2020-21 Upper Deck Young Guns,725,Reese Johnson,Chicago Blackhawks,,Y,2020-21 Upper Deck - Young Guns #725 - Reese Johnson,2.04,14.0,2.04,11.15,down,$3.67 | $2.04 | $3.3,2026-02-15 02:03
2020-21,2020-21 Upper Deck Young Guns,726,Glenn Gawdin,Calgary Flames,,Y,2020-21 Upper Deck - Young Guns #726 - Glenn Gawdin,10.35,11.0,2.66,10.75,up,$3.67 | $3.3 | $10.35,2026-02-15 02:03
2020-21,2020-21 Upper Deck Young Guns,727,Michael Bunting,Arizona Coyotes,,Y,2020-21 Upper Deck - Young Guns #727 - Michael Bunting,1.83,27.0,1.17,9.54,down,$1.84 | $1.83 | $2.76,2026-02-15 02:03
2020-21,2020-21 Upper Deck Young Guns,728,Drew O'Connor,Pittsburgh Penguins,,Y,2020-21 Upper Deck - Young Guns #728 - Drew O'Connor,3.3,19.0,2.2,10.65,down,$3.67 | $3.3 | $3.38,2026-02-15 02:03
2020-21,2020-21 Upper Deck Young Guns,729,Nolan Foote,New Jersey Devils,,Y,2020-21 Upper Deck - Young Guns #729 - Nolan Foote,3.3,14.0,1.47,11.11,down,$3.67 | $3.3 | $10.13,2026-02-15 02:03
2020-21,2020-21 Upper Deck Young Guns,730,Aleksi Heponiemi/Arthur Kaliyev CL,Florida Panthers/Los Angeles Kings,,Y,2020-21 Upper Deck - Young Guns #730 - Aleksi Heponiemi/Arthur Kaliyev CL,4.37,3.0,4.37,9.92,down,$4.37 | $4.74 | $9.92,2026-02-15 02:03
2019-20,2019-20 Upper Deck Young Guns,201,Jack Hughes,New Jersey Devils,,Y,2019-20 Upper Deck - Young Guns #201 - Jack Hughes,87.07,48.0,20.5,138.41,stable,$87.07 | $138.41 | $65.0,2026-02-15 02:03
2019-20,2019-20 Upper Deck Young Guns,202,Blake Lizotte,Los Angeles Kings,,Y,2019-20 Upper Deck - Young Guns #202 - Blake Lizotte,2.94,14.0,1.75,4.04,up,$2.94 | $2.94 | $2.61,2026-02-15 02:03
2019-20,2019-20 Upper Deck Young Guns,203,Conor Timmins,Colorado Avalanche,,Y,2019-20 Upper Deck - Young Guns #203 - Conor Timmins,4.04,10.0,1.7,6.52,up,$4.04 | $3.3 | $1.99,2026-02-15 02:03
2019-20,2019-20 Upper Deck Young Guns,204,Ville Heinola,Winnipeg Jets,,Y,2019-20 Upper Deck - Young Guns #204 - Ville Heinola,2.94,13.0,1.79,7.75,down,$2.94 | $4.04 | $3.3,2026-02-15 02:03
2019-20,2019-20 Upper Deck Young Guns,205,Nathan Bastian,New Jersey Devils,,Y,2019-20 Upper Deck - Young Guns #205 - Nathan Bastian,3.3,11.0,1.99,10.65,stable,$2.94 | $4.04 | $3.3,2026-02-15 02:03
